"","Array","Site","Moose","Black Bear","White-Tailed Deer","Human","Marten","Coyote","Caribou","Wolf","Lynx","Red Squirrel","Snowshoe Hare","Rabbit","Fisher","Beaver","Red Fox","Wolverine","River Otter","Groundhog","Elk","Flying Squirrel","Weasel","Bison","Mule Deer","Grizzly Bear","Bighorn Sheep","Striped Skunk","Cougar","Marmot","Muskrat","Bobcat","Porcupine","Columbian Ground Squirrel","Badger","Raccoon","Bushy-Tailed Woodrat","Richardson's Ground Squirrel","Chipmunk","Mountain Goat","Golden-Mantled Ground Squirrel","Short-Tailed Weasel","Mink","Pika","n.days.active","x_coord","y_coord","water","shrub","grass","conifer","broadlf","mixed","snow","elev","tri","abandoned.wellsites","active.wellsites","cutblocks","roads","seismic","cultivation","transmission","railways","linear","block","RADIUS","NCELLS","AREA","MIN","MAX","RANGE","MEAN","STD","Black Bear.present","Coyote.present","Elk.present","Grizzly Bear.present","Human.present","Moose.present","White-Tailed Deer.present","Mule Deer.present","Red Squirrel.present","Marten.present","Red Fox.present","Snowshoe Hare.present","Wolverine.present","Lynx.present","Cougar.present","Bobcat.present","Flying Squirrel.present","Short-Tailed Weasel.present","Wolf.present","Porcupine.present","Striped Skunk.present","Bighorn Sheep.present","Vole.present","Badger.present","Columbian Ground Squirrel.present","Marmot.present","Raccoon.present","Bushy-Tailed Woodrat.present","Richardson's Ground Squirrel.present","Chipmunk.present","Mountain Goat.present","Golden-Mantled Ground Squirrel.present","Caribou.present","Fisher.present","Mink.present","Black Bear.absent","Coyote.absent","Elk.absent","Grizzly Bear.absent","Human.absent","Moose.absent","White-Tailed Deer.absent","Mule Deer.absent","Red Squirrel.absent","Marten.absent","Red Fox.absent","Snowshoe Hare.absent","Wolverine.absent","Lynx.absent","Cougar.absent","Bobcat.absent","Flying Squirrel.absent","Short-Tailed Weasel.absent","Wolf.absent","Porcupine.absent","Striped Skunk.absent","Bighorn Sheep.absent","Vole.absent","Badger.absent","Columbian Ground Squirrel.absent","Marmot.absent","Raccoon.absent","Bushy-Tailed Woodrat.absent","Richardson's Ground Squirrel.absent","Chipmunk.absent","Mountain Goat.absent","Golden-Mantled Ground Squirrel.absent","Caribou.absent","Fisher.absent","Mink.absent"
"27","Kananaskis","Cell 34 N 2013",16,1,22,7,1,2,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,633165.999998648,5618384.0001249,0.002319419919542,0.101920375483783,0,0.712429138765202,0,0,0.0277777779847383,1649.30332007775,8.42397895226112,0,0,0,0.033627035127083,0.010451507069394,0,0.02515029732955,0,0.035601804398944,0,1000,58,3113723.61999979,6208,8038,1830,7384.53448275862,354.517944466668,1,3,3,4,12,19,30,0,5,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,58,58,57,49,42,31,61,56,59,61,59,61,60,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
"28","Kananaskis","Cell 41 N 2013",3,1,1,8,2,5,0,1,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,633935.999998645,5608447.00012486,0.009234028970077,0.030027599934276,0,0.847428618908058,0,0,0.0710784317925572,1771.88015996585,11.0670547005515,0,0,0,0.01846175824902,0.004643510114603,0,0.024771411870263,0,0.029414921984866,0,1000,57,3060038.72999979,6129,8692,2563,7553.50877192982,528.101369947662,1,5,4,0,14,3,2,0,3,5,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,56,57,61,47,58,59,61,58,56,61,55,61,61,61,61,60,61,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
"29","Kananaskis","Cell 41 NW 2013",3,1,0,8,8,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,632112.999998663,5607716.00012485,0.419249245051617,0,0,0.578072999223912,0,0,0.347712425142527,1785.44530666862,16.2172510426515,0,0,0,0.000870387080601,0.000319712209562,0,0,0,0.000319712209562,0,1000,60,3221093.39999978,-1538,8839,10377,5699.58333333333,2795.02382393941,1,7,0,1,14,3,0,0,3,16,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59,53,60,59,46,57,60,60,57,44,60,56,59,60,60,60,60,60,60,60,60,60,59,60,60,60,60,60,60,60,60,60,60,60,60
"30","Kananaskis","Cell 44 2013",2,4,11,11,0,0,0,0,0,1,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,203,663130.999998355,5610669.00012485,0,0.146968774768718,0.024975474001464,0.633807903078338,0,0.117444042860442,0.0138888889923692,1608.16814011794,16.4035690992306,0,0,0,0.012263183056185,0.002493015200099,0,0,0,0.002493015200099,0,1000,56,3006353.83999979,6871,8369,1498,7810.17857142857,342.688900313333,4,4,2,0,9,4,15,2,4,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,58,60,51,56,45,58,56,60,60,54,60,60,60,54,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
"31","Kananaskis","Cell 59 2013",0,1,3,6,0,6,0,1,2,0,3,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,666408.999998345,5566972.00012463,0,0.077561675448278,0.042049016270025,0.767768083209542,0.016647376458379,0.024846082712218,0.0972222229465842,1867.38034087055,15.554087697118,0,0,0.411991859281467,0.00778112477858,0.026739323090044,0,0,0,0.026739323090044,0.411991859281467,1000,62,3328463.17999987,6615,7747,1132,7382.20967741935,253.460064748812,1,7,0,4,6,0,3,2,0,0,1,3,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,22,29,25,23,29,26,27,29,29,28,26,29,27,27,29,29,29,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
"32","Kananaskis","Cell 6 2011/12",1,1,1,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,632349.999998649,5638385.000125,0,0.034425049010822,0.014278617730273,0.940117718487983,0.007093598644492,0,0.0138888889923692,1597.9069843595,11.4005098857577,0,0,0.135858868394208,0,0.008604443499839,0,0,0,0.008604443499839,0.135858868394208,1000,59,3167408.50999988,5797,8274,2477,7699.23728813559,546.916296356,1,2,1,0,10,1,1,1,8,1,0,0,0,1,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,54,55,56,46,55,55,55,48,55,56,56,56,55,55,56,51,54,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
"33","Kananaskis","Cell 6 NE 2011/12",1,1,12,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,632303.999998647,5643453.00012503,0.00137262988673,0.050457983871253,0.077424240880275,0.820523133864282,0,0,0,1557.23923168243,19.7098624134978,0,0,0,0.011979251320207,0.003725371627639,0,0,0,0.003725371627639,0,1000,60,3221093.39999988,6165,8201,2036,7637.81666666666,498.339191437144,1,2,2,0,5,1,13,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,26,28,23,27,15,28,25,28,28,26,28,28,26,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
"34","Kananaskis","Cell 6 SW 2011/12",0,0,1,2,0,11,0,1,1,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,627967.999998692,5635995.00012499,0,0.19116218422457,0,0.650498051627177,0.054054598252825,0.047903411170259,0.0277777779847383,1624.03325477013,30.7918713887533,0,0,0,0.020313530467204,0.008797852211709,0,0.03407184762435,0,0.042869699836059,0,1000,59,3167408.50999988,4717,8463,3746,7375.74576271186,736.668280640873,0,6,1,0,4,0,1,0,3,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,26,27,23,27,26,27,24,27,27,25,27,26,27,27,26,27,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
"35","Kananaskis","Cell 60 2013",0,2,0,6,0,14,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,671853.999998293,5565034.00012462,0,0.098393944994424,0,0.846214635034297,0,0,0.166666670143604,1952.94697459387,27.3919128902375,0,0,0.194349553146873,0.023082257293321,0.007323430362311,0,0,0,0.007323430362311,0.194349553146873,1000,57,3060038.72999979,6512,7764,1252,7106.22807017543,295.654137526645,2,12,0,2,7,1,0,1,3,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,49,61,59,54,60,61,60,58,59,61,57,61,59,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
"36","Kananaskis","Cell 61 2013",0,13,6,5,0,4,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,184,684568.99999817,5565701.00012462,0,0.099466767469196,0.093503926320332,0.662943454593907,0.021804582805067,0.064264650244433,0.033333333581686,1703.75193219866,21.9854477170914,0,0,0,0.013439208948284,0.000351456348506,0,0,0,0.000351456348506,0,1000,59,3167408.50999988,7175,8352,1177,7855.64406779661,267.955331637459,11,4,3,1,6,0,6,4,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,30,32,27,33,27,29,32,33,33,32,33,33,33,30,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
"37","Kananaskis","Cell 9 SE 2013",1,8,7,10,2,2,0,0,0,2,6,0,0,0,0,0,0,0,4,0,0,0,10,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,618195.999998786,5642751.00012503,0.279312562750758,0.012709480473989,0,0.658663230301936,0,0,0.258169938623905,1768.39781971467,12.5414501581437,0,0,0,0.009055471073546,0.000966482051282,0,0,0,0.000966482051282,0,1000,58,3113723.62000005,-1842,8301,10143,6750.98275862068,2135.47658810004,6,6,4,5,18,3,9,9,6,8,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,93,95,94,81,96,90,90,93,91,99,87,99,99,96,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
"38","Kananaskis","Cell 9 SW 2013",0,7,9,4,5,7,0,0,0,8,3,0,0,0,0,0,0,0,7,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,616086.999998808,5641079.00012502,0.502046787417694,0.15346409881892,0,0.097155976200783,0,0,0.406535959243774,1786.29326644405,21.1496801068706,0,0,0,0.007721253357846,0.001620611524791,0,0,0,0.001620611524791,0,1000,61,3274778.29000005,-937,8918,9855,5659.59016393442,1950.75478773485,6,6,5,3,4,2,8,4,8,7,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,69,70,72,71,73,67,71,67,68,75,70,75,75,74,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
"39","Kananaskis","Cell R1",0,15,7,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,609566.999998865,5665678.00012514,0.074750721334719,0.013862222124371,0.00878936976095,0.865836590472424,0.000287719473279,0,0.0277777786056201,1449.62298004537,18.4210467278203,0,0,0,0,0.011797907852883,0,0,0.003306485144635,0.015104392997518,0,1000,61,3274778.28999987,6196,7905,1709,7151.49180327868,448.794838773645,9,3,1,0,5,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,21,22,17,22,18,20,22,22,22,22,22,22,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
"40","Kananaskis","Cell R10",0,20,7,13,0,2,0,0,0,1,0,0,0,0,10,0,0,0,2,0,0,0,11,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,645615.999998511,5653075.00012507,0,0.036134299224127,0,0.78778769939501,0,0.117391144664919,0.00925925932824612,1679.03016540722,23.618127743657,0.003864875268246,0,0,0.00989317441349,0,0,0,0,0,0.003864875268246,1000,59,3167408.50999988,6689,7971,1282,7532.50847457627,381.52034723184,11,4,2,4,15,0,5,10,2,0,11,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,78,80,78,67,82,77,72,80,82,71,81,82,82,81,82,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
"41","Kananaskis","Cell R100",3,1,11,11,0,7,0,1,0,3,0,0,0,0,2,0,0,0,2,0,0,0,5,11,0,0,3,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,550,671371.999998284,5593531.00012476,0,0.266730952137566,0.089502338761284,0.598507752050945,0.020636036925181,0.024622920122127,0,1657.24464706228,21.8295523727996,0.003231478516872,0,0,0,0.003417495866481,0,0,0,0.003417495866481,0.003231478516872,1000,60,3221093.39999978,7146,8214,1068,7859.81666666666,203.408496353749,1,9,2,11,13,6,13,6,8,0,3,0,0,0,5,5,3,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,148,140,147,138,136,143,136,143,141,149,146,149,149,149,144,144,146,146,148,149,149,149,149,148,147,149,149,149,149,149,149,149,149,149,149
"42","Kananaskis","Cell R101",3,3,23,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,674711.999998251,5594608.00012477,0,0.089015745425807,0.171228812362531,0.315347956472518,0.204967075059607,0.165518676397701,0,1534.4194905339,7.64149153346833,0,0,0,0.006454366150807,0.008248042338493,0,0,0,0.008248042338493,0,1000,59,3167408.50999978,7536,8404,868,8176.72881355932,166.01356188306,3,2,2,2,4,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,18,18,16,17,9,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"43","Kananaskis","Cell R104",3,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,658104.999998416,5584900.00012473,0,0,0,0.904248148366588,0,0.095751851631313,0.0555555559694767,1782.80846855968,16.3123337620744,0,0,0,0,0.02565245120743,0,0,0,0.02565245120743,0,1000,60,3221093.39999988,7655,8218,563,7920.08333333333,131.189340479926,1,0,0,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,19,18,15,16,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"44","Kananaskis","Cell R105",2,4,38,16,0,10,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,552,663092.999998368,5586614.00012473,0,0.384930394449028,0.040492101589797,0.501912591047834,0,0,0,1636.35958051078,16.7407439992398,0,0,0,0.013053179346358,0.007542577246828,0,0,0,0.007542577246828,0,1000,59,3167408.50999988,6224,8057,1833,7279.98305084745,500.471286076735,4,19,6,7,19,3,36,1,8,1,2,6,0,0,3,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,138,151,150,138,154,121,156,149,156,155,151,157,157,154,151,156,156,155,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157
"45","Kananaskis","Cell R106",0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,668333.999998318,5584964.00012472,0.05329794358389,0.156786715978836,0.053622494076396,0.503670622199824,0.069971349661843,0.090620077627152,0,1604.49309152231,19.0419483611378,0,0,0,0.012092629736799,0.008320966479928,0,0,0,0.008320966479928,0,1000,61,3274778.28999987,6494,8367,1873,7686.7213114754,450.020732897526,6,0,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,18,15,14,18,18,18,18,18,18,18,18,18,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
"46","Kananaskis","Cell R107",9,12,40,8,0,4,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,368,679054.999998214,5582938.00012471,0,0.149079196690795,0.123212924813435,0.285590458288056,0.350731442238262,0.039789163947172,0.0416666669771075,1562.16876413852,10.4125310197661,0,0,0,0.00405482062551,0.007952132441083,0.128546851131151,0,0,0.007952132441083,0.128546851131151,1000,60,3221093.39999988,7761,8752,991,8389.43333333333,227.079308221216,7,6,7,2,11,14,26,2,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,82,81,86,77,74,62,86,88,88,88,88,88,88,85,86,88,88,85,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
"47","Kananaskis","Cell R11",8,19,34,19,0,17,0,1,0,2,12,0,0,0,1,0,0,0,8,0,0,0,1,0,0,1,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,365,656027.999998408,5654950.00012507,0,0.008342442649907,0.224330180802278,0.466438883290175,0.089134064042101,0.130335584687306,0,1431.78370544629,9.62518305671863,0,0,0.310504076130347,0.012377266844365,0.014423794524501,0,0,0,0.014423794524501,0.310504076130347,1000,58,3113723.61999979,6054,8540,2486,8005.18965517241,507.193306578282,15,17,6,0,18,9,31,1,3,0,5,14,0,0,5,19,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,65,76,82,64,73,51,81,79,82,77,68,82,82,77,63,82,82,81,82,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82
"48","Kananaskis","Cell R111",0,3,13,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,661768.999998384,5578588.00012469,0,0.043520624608074,0,0.812568475570989,0,0.143910899818707,0.0740740746259689,1849.77936779204,16.4069184318421,0,0,0.214810219158414,0,0.018609077677353,0,0,0,0.018609077677353,0.214810219158414,1000,60,3221093.39999988,7326,8457,1131,7899.11666666666,214.862909135623,3,1,0,0,4,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,18,18,14,18,12,18,18,18,18,17,18,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
"49","Kananaskis","Cell R112",0,1,16,4,0,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,669166.999998312,5577396.00012468,0,0,0.007213023841411,0.861838714878524,0,0,0.0370370373129845,1718.57621605283,17.5447723873078,0,0,0,0.018921710918983,0.0072990424144,0,0,0,0.0072990424144,0,1000,58,3113723.61999979,6780,8378,1598,7402.68965517241,264.470857979797,1,3,0,4,5,0,11,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,25,21,20,25,14,24,25,25,25,24,25,24,25,25,25,25,23,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
"50","Kananaskis","Cell R113",1,2,17,13,0,2,0,0,0,2,1,0,0,0,0,0,0,0,13,2,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,672712.99999828,5574180.00012467,0,0.206431826323186,0.096378598872544,0.538003468698129,0,0.02296799700383,0.0277777779847383,1683.69549069911,13.056274610317,0,0,0.075966533959556,0.010292869585423,0.004715441461798,0,0,0,0.004715441461798,0.075966533959556,1000,60,3221093.39999978,6083,7890,1807,7310.25,396.452503460376,2,8,12,7,14,2,14,1,6,3,0,5,0,0,1,0,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,144,140,145,138,150,138,151,146,149,152,147,152,152,151,152,148,147,146,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
"51","Kananaskis","Cell R114",3,26,68,7,0,25,0,1,0,0,1,0,0,0,0,0,0,0,12,0,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,681584.999998191,5579231.00012468,0,0.058351709386437,0.222754422222041,0.427518137322652,0.260301395773788,0.031074335293995,0,1534.64096912202,13.7240806942894,0,0,0,0,0.00523810741562,0,0,0,0.00523810741562,0,1000,58,3113723.61999979,7634,8699,1065,8067.15517241379,274.028176359215,17,22,8,6,12,3,25,9,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,55,69,71,65,74,52,68,77,77,77,75,77,77,77,77,77,77,75,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
"52","Kananaskis","Cell R117",1,1,4,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,663555.99999837,5569510.00012465,0,0.033425599304335,0.055539070528582,0.717695205775821,0,0,0.066666667163372,1874.29270191682,14.8086353204189,0,0,0.244634934406598,0,0.00984872834435,0,0,0,0.00984872834435,0.244634934406598,1000,62,3328463.17999987,6987,8688,1701,7668.4193548387,435.673507097558,1,1,1,4,5,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,15,14,18,15,16,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"53","Kananaskis","Cell R118",6,7,8,11,0,11,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,666329.999998344,5570397.00012465,0,0.035893223249117,0.052186216712677,0.786521030290335,0,0,0,1775.740822034,14.8230892083584,0,0,0.174882194957302,0.01158578642715,0.011955880623388,0,0,0,0.011955880623388,0.174882194957302,1000,57,3060038.72999979,6800,7857,1057,7394.71929824561,210.188700047307,7,22,2,13,12,9,9,5,3,6,0,3,4,4,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,138,158,147,148,151,151,155,157,154,160,157,156,156,156,160,159,160,155,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
"54","Kananaskis","Cell R119",2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,673024.999998278,5571938.00012465,0,0.238539659644877,0,0.667994170282106,0,0,0.0972222229465842,1835.47482713269,22.1448537026682,0,0,0.196574040043611,0.012232216382658,0.001077522490047,0,0,0,0.001077522490047,0.196574040043611,1000,59,3167408.50999988,6170,7386,1216,6798.22033898305,305.726590372668,1,0,3,5,5,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,21,19,19,22,22,15,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
"55","Kananaskis","Cell R120",5,7,6,9,0,4,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,683160.999998182,5568185.00012463,0.010843464116559,0.042417288355976,0.001943979537497,0.836619889883228,0.06467935729183,0.04349602081411,0.0277777779847383,1731.78056432024,18.4341592909415,0,0,0,0,0.001153286029138,0,0,0,0.001153286029138,0,1000,61,3274778.28999987,6174,8226,2052,7908.52459016393,307.785885047816,5,4,4,0,7,4,5,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,15,19,12,15,14,8,19,19,19,19,19,19,18,19,19,19,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"56","Kananaskis","Cell R121",6,2,10,5,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,688708.999998126,5568534.00012463,0,0.070809177719929,0.196934497831159,0.188330121165199,0.351863147671342,0.026511626324251,0,1484.08178324639,9.06443100941332,0.003312313603796,0,0.011105772706789,0.024791251888027,0.005653364553833,0.006657929743554,0,0,0.005653364553833,0.021076016054139,1000,58,3113723.61999988,6706,8389,1683,7768.74137931034,379.828480362708,1,14,0,1,5,3,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,24,23,19,21,16,23,24,24,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
