"","Array","Site","Moose","Black Bear","White-Tailed Deer","Human","Marten","Coyote","Caribou","Wolf","Lynx","Red Squirrel","Snowshoe Hare","Rabbit","Fisher","Beaver","Red Fox","Wolverine","River Otter","Groundhog","Elk","Flying Squirrel","Weasel","Bison","Mule Deer","Grizzly Bear","Bighorn Sheep","Striped Skunk","Cougar","Marmot","Muskrat","Bobcat","Porcupine","Columbian Ground Squirrel","Badger","Raccoon","Bushy-Tailed Woodrat","Richardson's Ground Squirrel","Chipmunk","Mountain Goat","Golden-Mantled Ground Squirrel","Short-Tailed Weasel","Mink","Pika","n.days.active","x_coord","y_coord","water","shrub","grass","conifer","broadlf","mixed","snow","elev","tri","abandoned.wellsites","active.wellsites","cutblocks","roads","seismic","cultivation","transmission","railways","linear","block","RADIUS","NCELLS","AREA","MIN","MAX","RANGE","MEAN","STD","Black Bear.present","Coyote.present","Elk.present","Grizzly Bear.present","Human.present","Moose.present","White-Tailed Deer.present","Mule Deer.present","Red Squirrel.present","Marten.present","Red Fox.present","Snowshoe Hare.present","Wolverine.present","Lynx.present","Cougar.present","Bobcat.present","Flying Squirrel.present","Short-Tailed Weasel.present","Wolf.present","Porcupine.present","Striped Skunk.present","Bighorn Sheep.present","Vole.present","Badger.present","Columbian Ground Squirrel.present","Marmot.present","Raccoon.present","Bushy-Tailed Woodrat.present","Richardson's Ground Squirrel.present","Chipmunk.present","Mountain Goat.present","Golden-Mantled Ground Squirrel.present","Caribou.present","Fisher.present","Mink.present","Black Bear.absent","Coyote.absent","Elk.absent","Grizzly Bear.absent","Human.absent","Moose.absent","White-Tailed Deer.absent","Mule Deer.absent","Red Squirrel.absent","Marten.absent","Red Fox.absent","Snowshoe Hare.absent","Wolverine.absent","Lynx.absent","Cougar.absent","Bobcat.absent","Flying Squirrel.absent","Short-Tailed Weasel.absent","Wolf.absent","Porcupine.absent","Striped Skunk.absent","Bighorn Sheep.absent","Vole.absent","Badger.absent","Columbian Ground Squirrel.absent","Marmot.absent","Raccoon.absent","Bushy-Tailed Woodrat.absent","Richardson's Ground Squirrel.absent","Chipmunk.absent","Mountain Goat.absent","Golden-Mantled Ground Squirrel.absent","Caribou.absent","Fisher.absent","Mink.absent"
"57","Kananaskis","Cell R123",0,2,0,4,0,5,0,1,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,665800.99999835,5565316.00012462,0,0.1148094242164,0.000745553853748,0.773212399423561,6.263184827e-05,0.04359805657496,0.16666667163372,1875.83967633929,10.7433120969742,0,0,0.327636028140019,0.006928659925155,0.016366536990918,0,0,0,0.016366536990918,0.327636028140019,1000,58,3113723.61999988,7312,7915,603,7535.8448275862,149.440081606272,2,5,1,3,4,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,18,16,15,19,19,19,19,19,19,16,19,17,19,19,19,19,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"58","Kananaskis","Cell R124",0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,671996.999998292,5564145.00012461,0,0.090502136582897,0.033111368762278,0.819485462696815,0,0,0.138888890855014,1939.43924497947,24.4701967972976,0,0,0.223603926534534,0.018842779785426,0.010416752686119,0,0,0,0.010416752686119,0.223603926534534,1000,58,3113723.61999979,6512,8041,1529,7300.75862068965,349.3343576864,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,26,25,21,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
"59","Kananaskis","Cell R125",0,0,0,3,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,674493.999998268,5563012.00012461,0,0.005039979156528,0.015906986389774,0.876837047602697,0,0,0.0833333348855376,2031.09954892113,14.8415108816964,0,0,0,0.014889900190458,0.002908597930953,0,0,0,0.002908597930953,0,1000,57,3060038.72999979,4010,7987,3977,7342.70175438596,528.08156483609,0,0,0,2,4,0,0,0,2,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,17,15,19,19,19,17,19,19,15,19,16,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"60","Kananaskis","Cell R126",4,12,0,4,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,683468.99999818,5565700.00012462,0,0.247678756945346,0.065427345444168,0.537829558270122,0.046628516483282,0.014362261936919,0.0555555559694767,1787.14558492994,24.9713244241381,0,0,0,0.017396486426471,0.00202531423394,0,0,0,0.00202531423394,0,1000,59,3167408.50999978,6334,8395,2061,7791.25423728813,419.440571464569,9,4,1,0,5,5,0,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,46,49,50,45,45,50,47,50,49,47,47,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"61","Kananaskis","Cell R15",10,21,6,12,1,19,0,0,1,8,3,0,0,0,0,1,0,0,0,7,0,0,8,2,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,368,613339.999998831,5650694.00012507,0.06271798956455,0.026454756224334,0,0.791453944427781,0,0,0.14106754027307,1768.64333951926,16.3114377275298,0,0,0,0.01596373291296,0.004308277522154,0,0,0,0.004308277522154,0,1000,56,3006353.84000005,2812,7549,4737,6873.16071428571,912.049258083638,14,22,0,2,17,10,3,5,11,4,1,6,1,1,1,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73,65,87,85,70,77,84,82,76,83,86,81,86,86,86,86,80,87,87,87,87,86,87,87,87,87,87,87,87,87,87,87,87,87,87
"62","Kananaskis","Cell R16",2,3,10,7,1,5,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,364,617384.999998793,5645805.00012504,0.4635304054286,0.025670763358505,0,0.435265026187254,0,0,0.422385632991791,1771.95590648712,12.5264032138422,0,0,0,0.01060188166796,0.001087623553104,0,0,0,0.001087623553104,0,1000,59,3167408.51000005,-736,9468,10204,4673.38983050847,3118.51117789823,3,5,1,0,8,1,6,8,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,75,79,80,72,79,74,72,77,79,80,80,80,80,80,79,79,80,79,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
"63","Kananaskis","Cell R17",0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,627533.999998694,5646538.00012504,0,0.066954369447085,0.026609330360279,0.838505107942985,0,0,0.450980403460562,1975.08753252633,24.5588381803488,0,0,0,0.00503208238983,0.007554783696344,0.000467830948757,0,0,0.007554783696344,0.000467830948757,1000,60,3221093.39999978,5229,8400,3171,7239.38333333333,766.118400154673,4,0,1,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,15,15,12,16,16,13,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
"64","Kananaskis","Cell R18",1,12,23,21,5,5,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,633494.999998633,5648072.00012505,0.054527642374756,0.024560744865858,0.021209330012857,0.702569294957401,0.039316007770268,0,0,1494.105272342,19.620393263988,0,0,0,0.038604004042023,0.008766909921156,0,0.002895170097805,0,0.011662080018961,0,1000,60,3221093.39999978,5665,8220,2555,7382.1,687.341974565786,11,9,0,0,22,2,23,3,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,77,86,86,64,84,63,83,82,81,86,86,86,86,86,86,86,86,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
"65","Kananaskis","Cell R19",2,0,2,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,643515.999998535,5648047.00012504,0,0,0,0.948824457903785,0,0,0.0555555559694767,1760.82427881015,17.50620311213,0,0,0,0.009636264345054,0,0,0,0,0,0,1000,61,3274778.28999978,6856,7997,1141,7587.44262295081,246.892192878978,0,0,0,2,4,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,15,13,15,16,15,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
"66","Kananaskis","Cell R20",0,12,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,650470.999998464,5650832.00012505,0,0.040989703234565,0.077247973784354,0.764148303656944,0,0,0.0111111111938953,1646.43605259487,21.0607374403212,0,0,0.096244582807182,0.016538549486249,0.005137364484156,0,0,0,0.005137364484156,0.096244582807182,1000,58,3113723.61999979,4285,7790,3505,6936.82758620689,758.811642111875,8,0,2,4,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,15,13,13,17,16,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
"67","Kananaskis","Cell R21",4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,658339.999998387,5645100.00012502,0,0,0.098234448396848,0.706622395209038,0.078493751367562,0.031958081048107,0.0444444447755814,1571.82818389015,15.8802960185578,0,0,0.485853241909886,0.015881535870995,0.020648915273606,0,0,0,0.020648915273606,0.485853241909886,1000,58,3113723.61999979,6858,8521,1663,7971.20689655172,400.986402668286,4,0,0,0,5,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,26,26,21,22,23,22,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
"68","Kananaskis","Cell R22",16,1,29,12,3,12,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,660851.999998363,5646327.00012503,0,0,0.077379469138974,0.42012578110641,0.063795604353277,0.362821985190452,0,1474.75520768333,12.7580163730219,0.005893406744288,0,0.426161401236386,0.016903350032362,0.023167475948145,0,0,0,0.023167475948145,0.432054807980674,1000,58,3113723.61999979,7749,8610,861,8105.24137931034,171.362421980603,1,15,0,1,14,20,25,3,0,3,1,6,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,70,85,84,71,65,60,82,85,82,84,79,85,85,82,85,83,85,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
"69","Kananaskis","Cell R24",2,7,11,7,1,12,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,614570.999998825,5639045.00012501,0.543741276380425,0.004600560546972,0.023215506301727,0.390741982386186,0,0,0.460784314200282,1714.48814942966,7.6677373819077,0,0,0,0.005488482965382,0.005756214674224,0,0,0,0.005756214674224,0,1000,59,3167408.50999988,-1333,7929,9262,5252.30508474576,2550.68552602746,6,10,6,5,7,3,8,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,67,71,72,70,74,69,76,77,75,77,74,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
"70","Kananaskis","Cell R25",16,1,2,5,1,1,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,622591.999998744,5638444.000125,0,0.237821086561892,0.059540199761844,0.213283386576888,0,0,0.867647066712379,2285.60378637069,35.0064989725749,0,0,0,0,0,0,0,0,0,0,1000,62,3328463.17999987,925,8692,7767,5514.46774193548,2423.23011380332,1,1,0,8,6,10,2,7,2,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,123,124,116,118,114,122,117,122,123,124,123,121,123,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
"71","Kananaskis","Cell R26",13,19,11,16,1,11,0,0,1,4,9,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,445,627191.999998698,5643242.00012503,0,0.238340472202103,0,0.632302595835117,0,0.086636019467576,0.038126361866792,1743.56570029645,35.5975402041932,0,0,0,0,0,0,0,0,0,0,1000,60,3221093.39999988,6237,8345,2108,7696.93333333333,407.386584080631,14,15,0,3,18,8,13,2,6,2,1,11,1,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,104,103,118,115,100,110,105,116,112,116,117,107,117,117,118,118,118,118,118,118,118,113,118,118,117,118,118,118,118,118,118,118,118,118,118
"72","Kananaskis","Cell R27",2,16,14,12,0,7,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,631592.999998654,5639576.00012501,0,0.05263179638995,0.027277642164334,0.78286417492465,0.007093598644493,0,0,1518.96373334192,5.17263460312626,0,0,0.222467599458541,0.011285910910139,0.014522917367111,0,0,0,0.014522917367111,0.222467599458541,1000,59,3167408.50999978,6346,8201,1855,7794.23728813559,431.242758287831,11,14,3,4,20,3,17,4,4,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,73,84,83,67,84,70,83,83,87,87,83,87,86,84,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
"73","Kananaskis","Cell R28",0,4,2,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,644910.999998522,5641589.00012501,0,0.03682544194432,0.155726989466359,0.743162425236919,0.031931847450087,0,0.125000002793968,1833.82384429637,19.5797867360989,0,0,0.072288502028788,0,0.003399675919147,0,0,0,0.003399675919147,0.072288502028788,1000,58,3113723.61999988,3975,8348,4373,6509.98275862068,1291.4241602865,3,0,0,0,2,0,2,2,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,12,12,10,12,10,10,11,12,11,11,12,12,11,12,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"74","Kananaskis","Cell R29",11,2,29,9,0,2,0,1,0,2,2,0,0,0,1,0,0,0,1,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,648281.99999849,5638274.00012498,0,0.164492578891073,0,0.77941317039185,0,5.8458453808e-05,0.0138888889923692,1747.24114699591,18.3107544429718,0,0,0,0.01014482422281,0,0,0,0,0,0,1000,58,3113723.61999979,6930,8183,1253,7499.72413793103,272.868339674413,2,2,1,2,10,12,20,6,4,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,79,80,79,71,69,61,75,77,81,79,79,81,81,81,81,80,81,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
"75","Kananaskis","Cell R30",1,12,1,5,1,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,657697.999998396,5639360.000125,0,0.00808869270584,0.002383132583022,0.358524033741486,0,0.488987412065843,0,1605.05480532103,22.9721776744987,0.003311519308238,0,0,0.02014300338205,0.0063508578958,0,0,0,0.0063508578958,0.003311519308238,1000,59,3167408.50999988,6377,8294,1917,7646.71186440677,438.196382367832,8,9,0,2,6,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,20,18,14,19,19,18,18,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"76","Kananaskis","Cell R31",6,1,13,3,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,129,661516.999998358,5641860.00012501,0.004191178409584,0.012610707214576,0.134869303161002,0.493499714579633,0.140860210060021,0.124252533062419,0.0111111111938953,1448.30327234513,10.7337008745242,0.004432150993075,0,0.077498035608144,0.021602450926054,0.010577294621499,0.000131522896022,0,0,0.010577294621499,0.082061709497241,1000,56,3006353.83999979,5511,8486,2975,7966.33928571428,553.234846696676,1,3,0,2,4,5,5,2,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,20,18,16,15,15,18,19,20,20,19,20,20,18,18,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"77","Kananaskis","Cell R35",11,5,2,14,9,1,0,0,0,3,11,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,613224.999998837,5634952.00012499,0.00060523317214,0.044984783488814,0,0.863090235576839,0,0,0.356209156413873,1772.0557161562,8.12843240142628,0,0,0.393348504505876,0.006206313268413,0.013454240434276,0,0,0,0.013454240434276,0.393348504505876,1000,58,3113723.62000005,6911,8409,1498,7953.10344827586,350.906249865975,5,1,3,2,25,8,2,0,5,26,0,18,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,152,150,151,128,145,151,153,148,127,153,135,149,153,153,153,152,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153
"78","Kananaskis","Cell R36",27,4,0,13,0,2,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,616487.999998807,5632447.00012498,0,0.223333140560278,0.106546654928836,0.545599609102018,0.028875800695156,0.021988566598855,0.75,1896.33095773777,15.8823935947234,0,0,0.232529901361897,0.011172578463824,0.006955328164048,0,0,0,0.006955328164048,0.232529901361897,1000,59,3167408.51000005,6555,8704,2149,8164.11864406779,348.629427112819,4,2,3,11,30,24,0,0,2,1,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,123,122,114,95,101,125,125,123,124,125,120,125,124,125,125,124,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125
"79","Kananaskis","Cell R37",5,23,62,17,0,20,0,4,0,1,0,0,0,0,0,0,0,0,13,0,0,0,2,23,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,629330.999998681,5632087.00012497,0,0.118867811406384,0.001036790839799,0.711030110222626,0,0,0.0571895428001881,1684.76097741505,31.1436896914528,0,0,0,0.01245982214459,0.005692331876356,0,0.024498261921334,0,0.03019059379769,0,1000,60,3221093.39999988,3623,7721,4098,6636.46666666666,905.8557734111,13,23,12,19,27,6,43,2,2,0,1,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,101,112,105,97,118,81,122,122,124,123,124,124,124,122,124,124,124,120,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
"80","Kananaskis","Cell R38",1,1,0,3,0,3,0,1,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,634325.999998631,5632500.00012497,0,0.049280105790497,0.074344872789959,0.871329027125668,0.005045994292411,0,0.188888891786337,2048.06668110509,24.4834158620527,0,0,0,0,0.003237797525175,0,0,0,0.003237797525175,0,1000,57,3060038.72999979,7209,8085,876,7636.36842105263,234.346768967648,1,3,1,4,3,1,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,19,16,17,19,20,20,19,20,20,16,20,20,20,20,20,20,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"81","Kananaskis","Cell R39",3,0,1,2,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,649668.999998477,5632767.00012497,0,0.074334412878445,0,0.870219436472865,0,0,0.0555555559694767,1783.50999940116,17.3663762410482,0,0,0.067273340471644,0.008852273200728,0.002182849450845,0,0,0,0.002182849450845,0.067273340471644,1000,60,3221093.39999978,4433,8525,4092,7483.94999999999,904.244056749429,0,1,0,1,2,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,23,22,21,21,22,23,22,23,23,21,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"82","Kananaskis","Cell R40",5,2,28,19,0,74,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,653155.999998446,5630883.00012496,0.145899032141963,0.199055430491759,0.047903237916493,0.35270605967921,0.023533888888996,0.082141149012856,0.0222222223877907,1670.04202000099,23.2237912431548,0,0,0.108142253677665,0.016842910538419,0.001880800538324,0,0,0,0.001880800538324,0.108142253677665,1000,58,3113723.61999979,3295,8808,5513,6645.91379310344,1482.0624990833,2,54,1,5,20,5,24,2,1,0,0,1,4,5,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,153,101,154,150,135,150,131,153,154,155,155,154,151,150,154,154,154,155,155,155,155,154,155,155,155,155,155,155,155,155,155,155,155,155,155
"83","Kananaskis","Cell R46",0,5,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,615117.999998823,5625016.00012494,0,0.356977460420731,0,0.224034160503109,0.014659487418774,0,0.985294118523598,2273.5392140222,34.0456977480934,0,0,0,0,0,0,0,0,0,0,1000,56,3006353.84000005,800,9056,8256,4484,2283.06969889226,5,1,0,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,17,15,13,17,17,16,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
"84","Kananaskis","Cell R47",11,0,4,13,1,5,0,1,3,2,3,0,0,0,0,2,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,621083.999998764,5626144.00012495,0,0.019576880376537,0,0.765982746853547,0.082286739595078,0.022212294366436,0.616557737191518,1951.72758014386,25.2019583384196,0,0,0.376950383741144,0.011300892841931,0.022482875935198,0,0,0,0.022482875935198,0.376950383741144,1000,56,3006353.84000005,2935,8243,5308,7371.01785714285,1027.83773544047,0,7,0,23,24,12,3,0,4,7,1,16,6,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,140,147,124,123,135,144,147,143,140,146,131,141,136,147,146,147,147,146,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147
"85","Kananaskis","Cell R48",0,1,1,22,3,7,0,2,0,5,8,0,0,0,0,0,0,0,0,3,0,0,0,21,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,629292.999998682,5627585.00012495,0,0.13101201383882,0,0.737541474017363,0.010427293886516,0.028396804465083,0.033333333581686,1630.49913251323,17.6925556305916,0,0,0,0.018244690336045,0.004916396316761,0,0.01966041031304,0,0.024576806629801,0,1000,57,3060038.72999979,6013,8899,2886,7257.9649122807,564.957845498148,1,13,1,18,31,0,1,0,6,5,7,10,0,0,8,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,153,141,153,136,123,154,153,154,148,149,147,144,154,154,146,154,150,154,152,154,154,152,154,154,154,154,154,154,154,154,154,154,154,154,154
"86","Kananaskis","Cell R49",4,8,25,23,0,16,0,3,0,1,0,0,0,0,0,0,0,0,11,0,0,0,1,53,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,631016.999998666,5624696.00012494,0,0.236414278480629,0.01132104629153,0.606603705681418,0.078656816787251,0,0.0375816995898883,1654.1456507529,17.9994217903383,0,0,0,0.012129090116669,0.005542666246175,0,0.022736968736127,0,0.028279634982302,0,1000,60,3221093.39999988,6523,8345,1822,7528.76666666666,375.396562169784,8,19,19,31,31,4,25,1,1,0,2,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,100,100,88,88,115,94,118,118,119,117,119,119,119,115,119,119,119,113,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119
